|    name |     cenx |     ceny |      c1x |      c1y |      c2x |      c2y |      c3x |      c3y |      c4x |      c4y |   nx |   ny |    zerox |    zeroy |    xhatx |    xhaty |    yhatx |    yhaty |
| R24_S00 |   211.75 |   -42.25 |   191.27 |   -62.27 |   232.23 |   -62.27 |   232.23 |   -22.23 |   191.27 |   -22.23 | 4096 | 4004 |  191.275 |  -62.265 |  201.275 |  -62.265 |  191.275 |  -52.265 |
| R24_S01 |    254.0 |   -42.25 |   233.52 |   -62.27 |   274.48 |   -62.27 |   274.48 |   -22.23 |   233.52 |   -22.23 | 4096 | 4004 |  233.525 |  -62.265 |  243.525 |  -62.265 |  233.525 |  -52.265 |
| R24_S02 |   296.25 |   -42.25 |   275.77 |   -62.27 |   316.73 |   -62.27 |   316.73 |   -22.23 |   275.77 |   -22.23 | 4096 | 4004 |  275.775 |  -62.265 |  285.775 |  -62.265 |  275.775 |  -52.265 |
| R24_S10 |   211.75 |      0.0 |   191.27 |   -20.02 |   232.23 |   -20.02 |   232.23 |    20.02 |   191.27 |    20.02 | 4096 | 4004 |  191.275 |  -20.015 |  201.275 |  -20.015 |  191.275 |  -10.015 |
| R24_S11 |    254.0 |      0.0 |   233.52 |   -20.02 |   274.48 |   -20.02 |   274.48 |    20.02 |   233.52 |    20.02 | 4096 | 4004 |  233.525 |  -20.015 |  243.525 |  -20.015 |  233.525 |  -10.015 |
| R24_S12 |   296.25 |      0.0 |   275.77 |   -20.02 |   316.73 |   -20.02 |   316.73 |    20.02 |   275.77 |    20.02 | 4096 | 4004 |  275.775 |  -20.015 |  285.775 |  -20.015 |  275.775 |  -10.015 |
| R24_S20 |   211.75 |    42.25 |   191.27 |    22.23 |   232.23 |    22.23 |   232.23 |    62.27 |   191.27 |    62.27 | 4096 | 4004 |  191.275 |   22.235 |  201.275 |   22.235 |  191.275 |   32.235 |
| R24_S21 |    254.0 |    42.25 |   233.52 |    22.23 |   274.48 |    22.23 |   274.48 |    62.27 |   233.52 |    62.27 | 4096 | 4004 |  233.525 |   22.235 |  243.525 |   22.235 |  233.525 |   32.235 |
| R24_S22 |   296.25 |    42.25 |   275.77 |    22.23 |   316.73 |    22.23 |   316.73 |    62.27 |   275.77 |    62.27 | 4096 | 4004 |  275.775 |   22.235 |  285.775 |   22.235 |  275.775 |   32.235 |
| R30_S00 |  -296.25 |    84.75 |  -316.73 |    64.73 |  -275.77 |    64.73 |  -275.77 |   104.77 |  -316.73 |   104.77 | 4096 | 4004 | -316.725 |   64.735 | -306.725 |   64.735 | -316.725 |   74.735 |
| R30_S01 |   -254.0 |    84.75 |  -274.48 |    64.73 |  -233.52 |    64.73 |  -233.52 |   104.77 |  -274.48 |   104.77 | 4096 | 4004 | -274.475 |   64.735 | -264.475 |   64.735 | -274.475 |   74.735 |
| R30_S02 |  -211.75 |    84.75 |  -232.23 |    64.73 |  -191.27 |    64.73 |  -191.27 |   104.77 |  -232.23 |   104.77 | 4096 | 4004 | -232.225 |   64.735 | -222.225 |   64.735 | -232.225 |   74.735 |
| R30_S10 |  -296.25 |    127.0 |  -316.73 |   106.98 |  -275.77 |   106.98 |  -275.77 |   147.02 |  -316.73 |   147.02 | 4096 | 4004 | -316.725 |  106.985 | -306.725 |  106.985 | -316.725 |  116.985 |
| R30_S11 |   -254.0 |    127.0 |  -274.48 |   106.98 |  -233.52 |   106.98 |  -233.52 |   147.02 |  -274.48 |   147.02 | 4096 | 4004 | -274.475 |  106.985 | -264.475 |  106.985 | -274.475 |  116.985 |
| R30_S12 |  -211.75 |    127.0 |  -232.23 |   106.98 |  -191.27 |   106.98 |  -191.27 |   147.02 |  -232.23 |   147.02 | 4096 | 4004 | -232.225 |  106.985 | -222.225 |  106.985 | -232.225 |  116.985 |
| R30_S20 |  -296.25 |   169.25 |  -316.73 |   149.23 |  -275.77 |   149.23 |  -275.77 |   189.27 |  -316.73 |   189.27 | 4096 | 4004 | -316.725 |  149.235 | -306.725 |  149.235 | -316.725 |  159.235 |
| R30_S21 |   -254.0 |   169.25 |  -274.48 |   149.23 |  -233.52 |   149.23 |  -233.52 |   189.27 |  -274.48 |   189.27 | 4096 | 4004 | -274.475 |  149.235 | -264.475 |  149.235 | -274.475 |  159.235 |
| R30_S22 |  -211.75 |   169.25 |  -232.23 |   149.23 |  -191.27 |   149.23 |  -191.27 |   189.27 |  -232.23 |   189.27 | 4096 | 4004 | -232.225 |  149.235 | -222.225 |  149.235 | -232.225 |  159.235 |
| R31_S00 |  -169.25 |    84.75 |  -189.73 |    64.73 |  -148.77 |    64.73 |  -148.77 |   104.77 |  -189.73 |   104.77 | 4096 | 4004 | -189.725 |   64.735 | -179.725 |   64.735 | -189.725 |   74.735 |
| R31_S01 |   -127.0 |    84.75 |  -147.48 |    64.73 |  -106.52 |    64.73 |  -106.52 |   104.77 |  -147.48 |   104.77 | 4096 | 4004 | -147.475 |   64.735 | -137.475 |   64.735 | -147.475 |   74.735 |
| R31_S02 |   -84.75 |    84.75 |  -105.23 |    64.73 |   -64.27 |    64.73 |   -64.27 |   104.77 |  -105.23 |   104.77 | 4096 | 4004 | -105.225 |   64.735 |  -95.225 |   64.735 | -105.225 |   74.735 |
| R31_S10 |  -169.25 |    127.0 |  -189.73 |   106.98 |  -148.77 |   106.98 |  -148.77 |   147.02 |  -189.73 |   147.02 | 4096 | 4004 | -189.725 |  106.985 | -179.725 |  106.985 | -189.725 |  116.985 |
| R31_S11 |   -127.0 |    127.0 |  -147.48 |   106.98 |  -106.52 |   106.98 |  -106.52 |   147.02 |  -147.48 |   147.02 | 4096 | 4004 | -147.475 |  106.985 | -137.475 |  106.985 | -147.475 |  116.985 |
| R31_S12 |   -84.75 |    127.0 |  -105.23 |   106.98 |   -64.27 |   106.98 |   -64.27 |   147.02 |  -105.23 |   147.02 | 4096 | 4004 | -105.225 |  106.985 |  -95.225 |  106.985 | -105.225 |  116.985 |
| R31_S20 |  -169.25 |   169.25 |  -189.73 |   149.23 |  -148.77 |   149.23 |  -148.77 |   189.27 |  -189.73 |   189.27 | 4096 | 4004 | -189.725 |  149.235 | -179.725 |  149.235 | -189.725 |  159.235 |
| R31_S21 |   -127.0 |   169.25 |  -147.48 |   149.23 |  -106.52 |   149.23 |  -106.52 |   189.27 |  -147.48 |   189.27 | 4096 | 4004 | -147.475 |  149.235 | -137.475 |  149.235 | -147.475 |  159.235 |
| R31_S22 |   -84.75 |   169.25 |  -105.23 |   149.23 |   -64.27 |   149.23 |   -64.27 |   189.27 |  -105.23 |   189.27 | 4096 | 4004 | -105.225 |  149.235 |  -95.225 |  149.235 | -105.225 |  159.235 |
| R32_S00 |   -42.25 |    84.75 |   -62.73 |    64.73 |   -21.77 |    64.73 |   -21.77 |   104.77 |   -62.73 |   104.77 | 4096 | 4004 |  -62.725 |   64.735 |  -52.725 |   64.735 |  -62.725 |   74.735 |
| R32_S01 |      0.0 |    84.75 |   -20.48 |    64.73 |    20.48 |    64.73 |    20.48 |   104.77 |   -20.48 |   104.77 | 4096 | 4004 |  -20.475 |   64.735 |  -10.475 |   64.735 |  -20.475 |   74.735 |
| R32_S02 |    42.25 |    84.75 |    21.77 |    64.73 |    62.73 |    64.73 |    62.73 |   104.77 |    21.77 |   104.77 | 4096 | 4004 |   21.775 |   64.735 |   31.775 |   64.735 |   21.775 |   74.735 |
| R32_S10 |   -42.25 |    127.0 |   -62.73 |   106.98 |   -21.77 |   106.98 |   -21.77 |   147.02 |   -62.73 |   147.02 | 4096 | 4004 |  -62.725 |  106.985 |  -52.725 |  106.985 |  -62.725 |  116.985 |
| R32_S11 |      0.0 |    127.0 |   -20.48 |   106.98 |    20.48 |   106.98 |    20.48 |   147.02 |   -20.48 |   147.02 | 4096 | 4004 |  -20.475 |  106.985 |  -10.475 |  106.985 |  -20.475 |  116.985 |
| R32_S12 |    42.25 |    127.0 |    21.77 |   106.98 |    62.73 |   106.98 |    62.73 |   147.02 |    21.77 |   147.02 | 4096 | 4004 |   21.775 |  106.985 |   31.775 |  106.985 |   21.775 |  116.985 |
| R32_S20 |   -42.25 |   169.25 |   -62.73 |   149.23 |   -21.77 |   149.23 |   -21.77 |   189.27 |   -62.73 |   189.27 | 4096 | 4004 |  -62.725 |  149.235 |  -52.725 |  149.235 |  -62.725 |  159.235 |
| R32_S21 |      0.0 |   169.25 |   -20.48 |   149.23 |    20.48 |   149.23 |    20.48 |   189.27 |   -20.48 |   189.27 | 4096 | 4004 |  -20.475 |  149.235 |  -10.475 |  149.235 |  -20.475 |  159.235 |
| R32_S22 |    42.25 |   169.25 |    21.77 |   149.23 |    62.73 |   149.23 |    62.73 |   189.27 |    21.77 |   189.27 | 4096 | 4004 |   21.775 |  149.235 |   31.775 |  149.235 |   21.775 |  159.235 |
| R33_S00 |    84.75 |    84.75 |    64.27 |    64.73 |   105.23 |    64.73 |   105.23 |   104.77 |    64.27 |   104.77 | 4096 | 4004 |   64.275 |   64.735 |   74.275 |   64.735 |   64.275 |   74.735 |
| R33_S01 |    127.0 |    84.75 |   106.52 |    64.73 |   147.48 |    64.73 |   147.48 |   104.77 |   106.52 |   104.77 | 4096 | 4004 |  106.525 |   64.735 |  116.525 |   64.735 |  106.525 |   74.735 |
| R33_S02 |   169.25 |    84.75 |   148.77 |    64.73 |   189.73 |    64.73 |   189.73 |   104.77 |   148.77 |   104.77 | 4096 | 4004 |  148.775 |   64.735 |  158.775 |   64.735 |  148.775 |   74.735 |
| R33_S10 |    84.75 |    127.0 |    64.27 |   106.98 |   105.23 |   106.98 |   105.23 |   147.02 |    64.27 |   147.02 | 4096 | 4004 |   64.275 |  106.985 |   74.275 |  106.985 |   64.275 |  116.985 |
| R33_S11 |    127.0 |    127.0 |   106.52 |   106.98 |   147.48 |   106.98 |   147.48 |   147.02 |   106.52 |   147.02 | 4096 | 4004 |  106.525 |  106.985 |  116.525 |  106.985 |  106.525 |  116.985 |
| R33_S12 |   169.25 |    127.0 |   148.77 |   106.98 |   189.73 |   106.98 |   189.73 |   147.02 |   148.77 |   147.02 | 4096 | 4004 |  148.775 |  106.985 |  158.775 |  106.985 |  148.775 |  116.985 |
| R33_S20 |    84.75 |   169.25 |    64.27 |   149.23 |   105.23 |   149.23 |   105.23 |   189.27 |    64.27 |   189.27 | 4096 | 4004 |   64.275 |  149.235 |   74.275 |  149.235 |   64.275 |  159.235 |
| R33_S21 |    127.0 |   169.25 |   106.52 |   149.23 |   147.48 |   149.23 |   147.48 |   189.27 |   106.52 |   189.27 | 4096 | 4004 |  106.525 |  149.235 |  116.525 |  149.235 |  106.525 |  159.235 |
| R33_S22 |   169.25 |   169.25 |   148.77 |   149.23 |   189.73 |   149.23 |   189.73 |   189.27 |   148.77 |   189.27 | 4096 | 4004 |  148.775 |  149.235 |  158.775 |  149.235 |  148.775 |  159.235 |
| R34_S00 |   211.75 |    84.75 |   191.27 |    64.73 |   232.23 |    64.73 |   232.23 |   104.77 |   191.27 |   104.77 | 4096 | 4004 |  191.275 |   64.735 |  201.275 |   64.735 |  191.275 |   74.735 |
| R34_S01 |    254.0 |    84.75 |   233.52 |    64.73 |   274.48 |    64.73 |   274.48 |   104.77 |   233.52 |   104.77 | 4096 | 4004 |  233.525 |   64.735 |  243.525 |   64.735 |  233.525 |   74.735 |
| R34_S02 |   296.25 |    84.75 |   275.77 |    64.73 |   316.73 |    64.73 |   316.73 |   104.77 |   275.77 |   104.77 | 4096 | 4004 |  275.775 |   64.735 |  285.775 |   64.735 |  275.775 |   74.735 |
| R34_S10 |   211.75 |    127.0 |   191.27 |   106.98 |   232.23 |   106.98 |   232.23 |   147.02 |   191.27 |   147.02 | 4096 | 4004 |  191.275 |  106.985 |  201.275 |  106.985 |  191.275 |  116.985 |
| R34_S11 |    254.0 |    127.0 |   233.52 |   106.98 |   274.48 |   106.98 |   274.48 |   147.02 |   233.52 |   147.02 | 4096 | 4004 |  233.525 |  106.985 |  243.525 |  106.985 |  233.525 |  116.985 |
| R34_S12 |   296.25 |    127.0 |   275.77 |   106.98 |   316.73 |   106.98 |   316.73 |   147.02 |   275.77 |   147.02 | 4096 | 4004 |  275.775 |  106.985 |  285.775 |  106.985 |  275.775 |  116.985 |
| R34_S20 |   211.75 |   169.25 |   191.27 |   149.23 |   232.23 |   149.23 |   232.23 |   189.27 |   191.27 |   189.27 | 4096 | 4004 |  191.275 |  149.235 |  201.275 |  149.235 |  191.275 |  159.235 |
| R34_S21 |    254.0 |   169.25 |   233.52 |   149.23 |   274.48 |   149.23 |   274.48 |   189.27 |   233.52 |   189.27 | 4096 | 4004 |  233.525 |  149.235 |  243.525 |  149.235 |  233.525 |  159.235 |
| R34_S22 |   296.25 |   169.25 |   275.77 |   149.23 |   316.73 |   149.23 |   316.73 |   189.27 |   275.77 |   189.27 | 4096 | 4004 |  275.775 |  149.235 |  285.775 |  149.235 |  275.775 |  159.235 |
| R41_S00 |  -169.26 |   211.74 |  -189.62 |   191.74 |   -148.9 |   191.74 |   -148.9 |   231.74 |  -189.62 |   231.74 | 4072 | 4000 | -189.615 |  191.745 | -179.615 |  191.745 | -189.615 |  201.745 |
| R41_S01 |  -127.01 |   211.74 |  -147.37 |   191.74 |  -106.65 |   191.74 |  -106.65 |   231.74 |  -147.37 |   231.74 | 4072 | 4000 | -147.365 |  191.745 | -137.365 |  191.745 | -147.365 |  201.745 |
| R41_S02 |   -84.76 |   211.74 |  -105.12 |   191.74 |    -64.4 |   191.74 |    -64.4 |   231.74 |  -105.12 |   231.74 | 4072 | 4000 | -105.115 |  191.745 |  -95.115 |  191.745 | -105.115 |  201.745 |
| R41_S10 |  -169.26 |   253.99 |  -189.62 |   233.99 |   -148.9 |   233.99 |   -148.9 |   273.99 |  -189.62 |   273.99 | 4072 | 4000 | -189.615 |  233.995 | -179.615 |  233.995 | -189.615 |  243.995 |
| R41_S11 |  -127.01 |   253.99 |  -147.37 |   233.99 |  -106.65 |   233.99 |  -106.65 |   273.99 |  -147.37 |   273.99 | 4072 | 4000 | -147.365 |  233.995 | -137.365 |  233.995 | -147.365 |  243.995 |
| R41_S12 |   -84.76 |   253.99 |  -105.12 |   233.99 |    -64.4 |   233.99 |    -64.4 |   273.99 |  -105.12 |   273.99 | 4072 | 4000 | -105.115 |  233.995 |  -95.115 |  233.995 | -105.115 |  243.995 |
| R41_S20 |  -169.26 |   296.24 |  -189.62 |   276.24 |   -148.9 |   276.24 |   -148.9 |   316.24 |  -189.62 |   316.24 | 4072 | 4000 | -189.615 |  276.245 | -179.615 |  276.245 | -189.615 |  286.245 |
| R41_S21 |  -127.01 |   296.24 |  -147.37 |   276.24 |  -106.65 |   276.24 |  -106.65 |   316.24 |  -147.37 |   316.24 | 4072 | 4000 | -147.365 |  276.245 | -137.365 |  276.245 | -147.365 |  286.245 |
| R41_S22 |   -84.76 |   296.24 |  -105.12 |   276.24 |    -64.4 |   276.24 |    -64.4 |   316.24 |  -105.12 |   316.24 | 4072 | 4000 | -105.115 |  276.245 |  -95.115 |  276.245 | -105.115 |  286.245 |
| R42_S00 |   -42.26 |   211.74 |   -62.62 |   191.74 |    -21.9 |   191.74 |    -21.9 |   231.74 |   -62.62 |   231.74 | 4072 | 4000 |  -62.615 |  191.745 |  -52.615 |  191.745 |  -62.615 |  201.745 |
| R42_S01 |    -0.01 |   211.74 |   -20.37 |   191.74 |    20.35 |   191.74 |    20.35 |   231.74 |   -20.37 |   231.74 | 4072 | 4000 |  -20.365 |  191.745 |  -10.365 |  191.745 |  -20.365 |  201.745 |
| R42_S02 |    42.24 |   211.74 |    21.88 |   191.74 |     62.6 |   191.74 |     62.6 |   231.74 |    21.88 |   231.74 | 4072 | 4000 |   21.885 |  191.745 |   31.885 |  191.745 |   21.885 |  201.745 |
| R42_S10 |   -42.26 |   253.99 |   -62.62 |   233.99 |    -21.9 |   233.99 |    -21.9 |   273.99 |   -62.62 |   273.99 | 4072 | 4000 |  -62.615 |  233.995 |  -52.615 |  233.995 |  -62.615 |  243.995 |
| R42_S11 |    -0.01 |   253.99 |   -20.37 |   233.99 |    20.35 |   233.99 |    20.35 |   273.99 |   -20.37 |   273.99 | 4072 | 4000 |  -20.365 |  233.995 |  -10.365 |  233.995 |  -20.365 |  243.995 |
| R42_S12 |    42.24 |   253.99 |    21.88 |   233.99 |     62.6 |   233.99 |     62.6 |   273.99 |    21.88 |   273.99 | 4072 | 4000 |   21.885 |  233.995 |   31.885 |  233.995 |   21.885 |  243.995 |
| R42_S20 |   -42.26 |   296.24 |   -62.62 |   276.24 |    -21.9 |   276.24 |    -21.9 |   316.24 |   -62.62 |   316.24 | 4072 | 4000 |  -62.615 |  276.245 |  -52.615 |  276.245 |  -62.615 |  286.245 |
| R42_S21 |    -0.01 |   296.24 |   -20.37 |   276.24 |    20.35 |   276.24 |    20.35 |   316.24 |   -20.37 |   316.24 | 4072 | 4000 |  -20.365 |  276.245 |  -10.365 |  276.245 |  -20.365 |  286.245 |
| R42_S22 |    42.24 |   296.24 |    21.88 |   276.24 |     62.6 |   276.24 |     62.6 |   316.24 |    21.88 |   316.24 | 4072 | 4000 |   21.885 |  276.245 |   31.885 |  276.245 |   21.885 |  286.245 |
| R43_S00 |    84.74 |   211.74 |    64.38 |   191.74 |    105.1 |   191.74 |    105.1 |   231.74 |    64.38 |   231.74 | 4072 | 4000 |   64.385 |  191.745 |   74.385 |  191.745 |   64.385 |  201.745 |
| R43_S01 |   126.99 |   211.74 |   106.63 |   191.74 |   147.35 |   191.74 |   147.35 |   231.74 |   106.63 |   231.74 | 4072 | 4000 |  106.635 |  191.745 |  116.635 |  191.745 |  106.635 |  201.745 |
| R43_S02 |   169.24 |   211.74 |   148.88 |   191.74 |    189.6 |   191.74 |    189.6 |   231.74 |   148.88 |   231.74 | 4072 | 4000 |  148.885 |  191.745 |  158.885 |  191.745 |  148.885 |  201.745 |
| R43_S10 |    84.74 |   253.99 |    64.38 |   233.99 |    105.1 |   233.99 |    105.1 |   273.99 |    64.38 |   273.99 | 4072 | 4000 |   64.385 |  233.995 |   74.385 |  233.995 |   64.385 |  243.995 |
| R43_S11 |   126.99 |   253.99 |   106.63 |   233.99 |   147.35 |   233.99 |   147.35 |   273.99 |   106.63 |   273.99 | 4072 | 4000 |  106.635 |  233.995 |  116.635 |  233.995 |  106.635 |  243.995 |
| R43_S12 |   169.24 |   253.99 |   148.88 |   233.99 |    189.6 |   233.99 |    189.6 |   273.99 |   148.88 |   273.99 | 4072 | 4000 |  148.885 |  233.995 |  158.885 |  233.995 |  148.885 |  243.995 |
| R43_S20 |    84.74 |   296.24 |    64.38 |   276.24 |    105.1 |   276.24 |    105.1 |   316.24 |    64.38 |   316.24 | 4072 | 4000 |   64.385 |  276.245 |   74.385 |  276.245 |   64.385 |  286.245 |
| R43_S21 |   126.99 |   296.24 |   106.63 |   276.24 |   147.35 |   276.24 |   147.35 |   316.24 |   106.63 |   316.24 | 4072 | 4000 |  106.635 |  276.245 |  116.635 |  276.245 |  106.635 |  286.245 |
| R43_S22 |   169.24 |   296.24 |   148.88 |   276.24 |    189.6 |   276.24 |    189.6 |   316.24 |   148.88 |   316.24 | 4072 | 4000 |  148.885 |  276.245 |  158.885 |  276.245 |  148.885 |  286.245 |
| R00_SG0 |  -212.23 |  -258.75 |  -192.23 |  -279.11 |  -192.23 |  -238.39 |  -232.23 |  -238.39 |  -232.23 |  -279.11 | 4072 | 4000 | -192.235 | -279.105 | -192.235 | -269.105 | -202.235 | -279.105 |
| R00_SG1 |  -258.73 |  -212.23 |  -238.37 |  -192.23 |  -279.09 |  -192.23 |  -279.09 |  -232.23 |  -238.37 |  -232.23 | 4072 | 4000 | -238.375 | -192.235 | -248.375 | -192.235 | -238.375 | -202.235 |
| R00_SW0 |  -214.24 | -202.615 |  -193.88 | -192.615 |   -234.6 | -192.615 |   -234.6 | -212.615 |  -193.88 | -212.615 | 4072 | 2000 | -193.885 |  -192.62 | -203.885 |  -192.62 | -193.885 |  -202.62 |
| R00_SW1 |  -214.26 | -225.885 |  -234.62 | -235.885 |   -193.9 | -235.885 |   -193.9 | -215.885 |  -234.62 | -215.885 | 4072 | 2000 | -234.615 |  -235.88 | -224.615 |  -235.88 | -234.615 |  -225.88 |
| R04_SG0 |   258.75 |  -212.23 |   279.11 |  -192.23 |   238.39 |  -192.23 |   238.39 |  -232.23 |   279.11 |  -232.23 | 4072 | 4000 |  279.105 | -192.235 |  269.105 | -192.235 |  279.105 | -202.235 |
| R04_SG1 |   212.23 |  -258.73 |   192.23 |  -238.37 |   192.23 |  -279.09 |   232.23 |  -279.09 |   232.23 |  -238.37 | 4072 | 4000 |  192.235 | -238.375 |  192.235 | -248.375 |  202.235 | -238.375 |
| R04_SW0 |  202.615 |  -214.24 |  192.615 |  -193.88 |  192.615 |   -234.6 |  212.615 |   -234.6 |  212.615 |  -193.88 | 4072 | 2000 |   192.62 | -193.885 |   192.62 | -203.885 |   202.62 | -193.885 |
| R04_SW1 |  225.885 |  -214.26 |  235.885 |  -234.62 |  235.885 |   -193.9 |  215.885 |   -193.9 |  215.885 |  -234.62 | 4072 | 2000 |   235.88 | -234.615 |   235.88 | -224.615 |   225.88 | -234.615 |
| R40_SG0 |  -258.75 |   212.23 |  -279.11 |   192.23 |  -238.39 |   192.23 |  -238.39 |   232.23 |  -279.11 |   232.23 | 4072 | 4000 | -279.105 |  192.235 | -269.105 |  192.235 | -279.105 |  202.235 |
| R40_SG1 |  -212.23 |   258.73 |  -192.23 |   238.37 |  -192.23 |   279.09 |  -232.23 |   279.09 |  -232.23 |   238.37 | 4072 | 4000 | -192.235 |  238.375 | -192.235 |  248.375 | -202.235 |  238.375 |
| R40_SW0 | -202.615 |   214.24 | -192.615 |   193.88 | -192.615 |    234.6 | -212.615 |    234.6 | -212.615 |   193.88 | 4072 | 2000 |  -192.62 |  193.885 |  -192.62 |  203.885 |  -202.62 |  193.885 |
| R40_SW1 | -225.885 |   214.26 | -235.885 |   234.62 | -235.885 |    193.9 | -215.885 |    193.9 | -215.885 |   234.62 | 4072 | 2000 |  -235.88 |  234.615 |  -235.88 |  224.615 |  -225.88 |  234.615 |
| R44_SG0 |   212.23 |   258.75 |   192.23 |   279.11 |   192.23 |   238.39 |   232.23 |   238.39 |   232.23 |   279.11 | 4072 | 4000 |  192.235 |  279.105 |  192.235 |  269.105 |  202.235 |  279.105 |
| R44_SG1 |   258.73 |   212.23 |   238.37 |   192.23 |   279.09 |   192.23 |   279.09 |   232.23 |   238.37 |   232.23 | 4072 | 4000 |  238.375 |  192.235 |  248.375 |  192.235 |  238.375 |  202.235 |
| R44_SW0 |   214.24 |  202.615 |   193.88 |  192.615 |    234.6 |  192.615 |    234.6 |  212.615 |   193.88 |  212.615 | 4072 | 2000 |  193.885 |   192.62 |  203.885 |   192.62 |  193.885 |   202.62 |
| R44_SW1 |   214.26 |  225.885 |   234.62 |  235.885 |    193.9 |  235.885 |    193.9 |  215.885 |   234.62 |  215.885 | 4072 | 2000 |  234.615 |   235.88 |  224.615 |   235.88 |  234.615 |   225.88 |
